CIK list from SEC website. ALL 
,0
1846,1302514
1847,94564
1848,1086600
1849,1304482
1850,1248879
1851,1195344
1852,1279619
1853,1296454
1854,871708
1855,923507
1856,1164073
1857,1261013
1858,1256806
1859,1239977
1860,1077618
1861,1234909
1862,1249032
1863,1297881
1864,1041802
1865,909660
1866,1249935
1867,1252466
1868,1263030
1869,823768
1870,1216977
1871,1205321
1872,1233951
1873,1299262
1874,1025835
1875,1298571
1876,1240331
1877,1239447
1878,1223197
1879,1288997
1880,1298497
1881,1218307
1882,1045864
1883,1264628
1884,1197428
1885,1223833
1886,773568
1887,1091690
1888,797925
1889,1230735
1890,1167637
1891,939187
1892,1219710
1893,42582
1894,937147
1895,1027539
1896,1194636
1897,1250308
1898,53320
1899,1239979
1900,1231520
1901,1295366
1902,1297823
1903,1300399
1904,1257017
1905,1302853
1906,1087589
1907,884394
1908,813747
1909,736822
1910,1230450
1911,1244187
1912,1045966
1913,1255544
1914,1295621
1915,1304624
1916,1047690
1917,1245241
1918,1221358
1919,1241551
1920,1212740
1921,1181875
1922,1108134
1923,1157929
1924,1186624
1925,1302453
1926,880460
1927,1226190
1928,72333
1929,1013539
1930,1172489
1931,64803
1932,1130284
1933,916095
1934,1134562
1935,1299702
1936,1063934
1937,1145910
1938,1221543
1939,1109742
1940,837056
1941,1233349
1942,1292970
1943,1270321
1944,915354
1945,1301648
1946,925050
1947,1192083
1948,863926
1949,788784
1950,1097187
1951,1234266
1952,1009258
1953,351349
1954,1263872
1955,892822
1956,1186861
1957,1077157
1958,1128392
1959,1127706
1960,765880
1961,1192114
1962,1208909
1963,809246
1964,1013003
1965,1233353
1966,1294707
1967,1301385
1968,774695
1969,1265910
1970,1214475
1971,1228351
1972,1196333
1973,814250
1974,814572
1975,1297153
1976,1234619
1977,1191861
1978,1209365
1979,1195231
1980,1300976
1981,1249884
1982,1291040
1983,1191556
1984,1299675
1985,866256
1986,1245195
1987,1072702
1988,1101477
1989,1035220
1990,1118389
1991,1144906
1992,1192597
1993,1300251
1994,1105544
1995,1076211
1996,1218086
1997,1293376
1998,1300928
1999,857463
2000,1180971
2001,1017126
2002,1255525
2003,1247164
2004,1040792
2005,1301344
2006,1173491
2007,1219360
2008,1232613
2009,1035688
2010,1220443
2011,93715
2012,1022174
2013,1208604
2014,1186643
2015,1169160
2016,1002517
2017,1244408
2018,217222
2019,1041920
2020,911312
2021,1301519
2022,1049367
2023,1192624
2024,1282211
2025,1270481
2026,1054251
2027,351917
2028,1040470
2029,918848
2030,1299539
2031,1290912
2032,919601
2033,1198859
2034,1048237
2035,824269
2036,1137142
2037,1198229
2038,886280
2039,1114878
2040,1304654
2041,1211696
2042,1214361
2043,797073
2044,1168760
2045,1302716
